,smiles,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
202,CN(C)Cc1ccc(-c2cccc(NC3N=CC=C3[N+](=O)[O-])c2)o1,0,0,1,0,0,0,0,0,0,0,0
203,Cc1cccc2c1Oc1ccccc1[C@@]1(O)CCN(C)C[C@@H]21,0,0,1,0,0,0,0,0,0,0,0
204,CC(C)(CO)C(O)C(O)=NCCCO,0,-1,0,-1,-1,-1,0,-1,0,0,0
205,CCc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,0,0,1,0,1,0,0,0,0,0,0
206,CCC1OC(=O)CC(O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC2(C)OC2C1C,0,0,0,0,-1,0,0,0,0,0,0
207,CCC1(c2ccccc2)C(O)=NC(=O)N1C,0,0,1,0,0,0,0,0,0,0,0
208,CC12CCC3C(CC=C4CC(OS(=O)(=O)O)CCC43C)C1CCC2=O,0,0,0,0,-1,-1,0,0,0,0,0
209,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)O1,0,0,0,0,0,1,0,0,0,0,0
210,Cc1ccc(O)c([C@@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,0,-1,0,0,0,0,0,-1,0,0,0
211,Cc1ccc(S(=O)(=O)c2ccc([N+](=O)[O-])o2)cc1,0,0,0,0,0,0,0,0,0,0,-1
212,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1=C(C)C(=O)c2ccccc2C1=O,0,0,0,0,0,-1,0,0,0,0,0
213,C=CC1(C)CC(OC(=O)CSCCN(CC)CC)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0,0,0,0,-1,-1,0,0,0,0,0
214,COc1ccc(CN=C(O)CC#N)cc1,0,0,0,0,0,0,0,0,0,-1,0
215,CCCC(=O)c1cc(O)c(O)cc1O,0,0,0,0,0,-1,0,0,0,0,0
216,O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1C[NH+]2CCC1CC2,-1,0,0,0,0,0,0,0,0,0,0
217,COC(=O)/C=C/c1cccc(N(Cc2ccc(-c3ccc(N(C)C)cc3)cc2)C(=O)C2CCCCC2)c1,0,0,0,0,0,0,0,0,0,0,-1
218,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1.O=C(O)/C=C/C(=O)O,0,0,0,0,0,0,0,0,0,0,-1
219,NC(Cc1ccc(Cl)cc1)C(=O)O,0,0,0,0,-1,-1,0,0,0,0,-1
220,CC(C)N=C(O)NC(C)C,0,0,0,0,-1,-1,0,0,0,0,0
221,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,0,0,0,-1,0,0,0,0,0,0,0
222,OCC[NH+]1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,-1,0,0,0,0,0,0,0,0,0,0
223,CCCCCCCCCCCCCCCC(=O)OC[C@@H](N=C(O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,0,0,0,0,0,0,0,0,0,0,-1
224,Cn1c(=O)cc(C2CC2c2ccc(-c3cccc(OCC4CC4)c3)cc2)[nH]c1=N,0,0,0,0,0,0,0,0,-1,0,0
225,COc1ccc(NC(=O)N=c2cc[nH]cc2)cc1,0,0,0,0,0,0,0,0,0,-1,0
226,C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)C[C@H]3[C@H](C[C@H]4O[C@@H](CC[C@@H]1O2)C[C@@H](C)C4=C)O[C@H](C[C@H](O)CN)[C@@H]3OC,1,0,0,0,0,0,0,0,0,0,0
227,Brc1cccc(-c2ccccc2)c1,0,0,0,0,0,-1,0,0,0,0,0
228,CCC(C)COC(=O)CC(C)C,0,0,0,0,-1,-1,0,0,0,0,0
229,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,0,-1,-1,-1,0,-1,0,-1,0,0,0
230,CC(N=C(O)c1cc(COCC(C)([NH3+])Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,0,0,0,0,0,0,0,0,-1,0,0
231,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#[NH+])ccc21,-1,0,0,0,0,0,0,0,0,0,0
232,O=S(CC(O)=NCC=CCOc1cc(CN2CCCCC2)ccn1)Cc1ccco1,0,0,0,0,-1,-1,0,0,0,0,0
233,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,0,0,0,0,-1,-1,0,0,0,0,0
234,CC(N)C(O)c1ccc(O)c(O)c1,0,0,0,0,0,-1,0,0,0,0,0
235,COc1ccc(C(Cc2ccccc2)c2csc(=N)[nH]2)cc1,0,0,0,0,0,0,0,0,-1,0,0
236,CC(=O)OC1CCC2C3CCC4=CC(=O)CCC4=C3C=CC12C,0,0,0,0,-1,-1,0,0,0,0,0
237,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(=Nc2ccccc2P(C)(C)=O)[nH]1,0,0,0,0,0,0,0,0,0,0,-1
238,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,-1,1,-1,0,0,0,0,-1,0,0,-1
239,O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O,0,0,0,0,0,0,0,0,0,0,-1
240,CN=C(NC#N)Nc1ccc(C2N=NC(=O)CC2C)cc1,0,0,0,0,-1,-1,0,0,0,0,0
241,CC(C)OC(=O)CN=C(O)[C@H](CS)N=C(O)CC[C@H](N)C(=O)O,0,0,0,0,0,0,0,0,0,0,-1
242,OC(=NCCCN1CCC2(CC1)OCc1ccccc12)[C@H]1CCCN1Cc1ccccc1,0,0,0,0,0,0,0,0,0,0,-1
243,CN(C)C(=O)CN=C(O)Cc1ccccc1,0,0,0,0,-1,-1,0,0,0,0,0
244,CCCCn1cc(C2(c3cccc(-c4cncnc4)c3)NC(=N)N(C)C2=O)cn1,0,0,0,0,0,0,0,0,1,0,0
245,CN1CCN(CCN)CC1(C)C,0,0,0,0,0,0,0,0,0,-1,0
246,Cc1cc([C@]2(c3cccc(C#CC4CC4)c3)NC(=N)N(C)C2=O)ccc1OC(F)F,0,0,0,0,0,0,0,0,1,0,0
247,CN(C(=O)CN(CCO)CCO)c1ccc(Cl)cc1C(=O)c1ccccc1Cl,0,0,1,0,0,0,0,0,0,0,0
248,OC[C@H]1NC[C@@H](O)[C@@H](O)[C@@H]1O,0,0,0,0,0,0,0,0,0,0,-1
249,CN(C)C(CCOc1cccc2ccccc12)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0
250,CCOC(O)=Nc1nc2ccccc2[nH]1,0,0,0,0,0,0,0,0,0,0,-1
251,CCCC(C)N=C(O)c1ccc(Cl)c(Cl)c1,0,0,0,0,0,0,0,0,0,0,-1
252,C[N+](C)(C)CCOC(=N)[O-].Cl,0,0,0,0,0,0,-1,0,0,0,-1
253,Brc1ccc(Br)cc1,0,0,0,0,-1,-1,0,0,0,0,0
254,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,-1,1,0,-1,0,0,-1,-1,0,0,0
255,COc1ccccc1OC(=O)Oc1ccccc1OC,0,0,0,0,-1,-1,0,0,0,0,0
256,C(=NC1CCCCC1)=NC1CCCCC1,0,0,0,0,0,0,0,0,0,0,0
257,COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)C(NC(=O)C(=NOC)c3csc(=N)[nH]3)C2SC1,0,0,0,0,-1,-1,0,0,0,0,0
258,CCCCNc1ccc(C(=O)OCCN(C)C)cc1.Cl,0,0,0,0,0,0,0,0,0,0,-1
259,OCCSc1ccccc1,0,0,0,0,-1,-1,0,0,0,0,0
260,N=C(O)N/C=C1\N=C(O)[C@H](CO)N=C(O)[C@H](CO)N=C(O)[C@@H](N=C(O)C[C@@H](N)CCCN)CN=C(O)[C@H](C2C[C@H](O)NC(=N)N2)N=C1O,0,0,0,0,0,0,0,0,0,0,-1
261,OC1(c2ccc(Cl)cc2)CCNCC1,0,0,0,0,0,0,0,0,0,0,0
262,O=C(O)C=C1NN(Cc2nc3cc(C(F)(F)F)ccc3s2)C(=O)c2ccccc21,0,0,0,0,0,0,0,0,0,0,-1
263,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,-1,1,0,0,0,0,-1,-1,0,0,-1
264,CCCCCCCCCCCCCCCC(=O)OC(C)C,0,0,0,0,-1,-1,0,0,0,0,-1
265,COC(=O)c1cc(Cl)c(N=C(C)O)cc1OC,0,0,0,0,0,0,0,0,0,0,0
266,O=S(=O)(O)c1ccccc1C=Cc1ccc(-c2ccc(C=Cc3ccccc3S(=O)(=O)O)cc2)cc1,0,0,0,0,-1,1,0,0,0,0,0
267,CC(=O)c1ccc2c(c1)N(CCC[NH+]1CCN(CCO)CC1)c1ccccc1S2,-1,0,0,0,0,0,0,0,0,0,0
268,O=C(O)C(O)C(O)C(=O)O,0,0,0,0,-1,0,0,0,0,0,0
269,CCCC(=O)OC1(C(=O)COC(=O)CC)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,0,0,0,0,-1,-1,0,0,0,0,0
270,CCC(CO)N=C(O)C1C=C2c3cccc4c3c(cn4C)CC2N(C)C1,0,0,0,1,-1,-1,0,0,0,0,0
271,N=C(O)CN=C(O)C(CCCNC(=N)N)N=C(O)C1CCCN1C(=O)C1CSSCC([NH3+])C(O)=NC(Cc2ccc(O)cc2)C(O)=NC(Cc2ccccc2)C(O)=NC(CCC(=[NH2+])O)C(O)=NC(CC(=N)O)C(O)=N1,-1,0,0,0,0,0,0,0,0,0,0
272,C=C1C(=CC=C2CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O,0,-1,0,0,0,0,0,-1,0,0,0
273,O=C(c1cccc(Cl)c1F)N1CCN(Cc2cccc(Nc3nccs3)n2)CC1,0,0,0,0,0,0,0,0,0,0,-1
274,CCCCCCCCCCCCCCCC(O)=NCCO,0,0,0,0,-1,-1,0,0,0,0,-1
275,CCC(=O)O[C@]1(c2ccccc2)CCN(C)C[C@@H]1CC,0,0,1,0,0,0,0,0,0,0,0
276,COC(=O)C(Br)CBr,0,0,0,0,-1,-1,0,0,0,0,0
277,NCCc1ccc(O)cc1,0,-1,0,0,-1,-1,0,-1,0,0,0
278,CCOC(O)=Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12,0,0,0,0,0,0,0,0,0,0,-1
279,Nc1c(Br)cc([N+](=O)[O-])cc1[N+](=O)[O-],0,0,0,0,1,-1,0,0,0,0,0
280,O=S(=O)(O)c1ccc(Nc2nc(N(CCO)CCO)[nH]c(=Nc3ccc(C=Cc4ccc(N=c5nc(Nc6ccc(S(=O)(=O)O)cc6)nc(N(CCO)CCO)[nH]5)cc4S(=O)(=O)O)c(S(=O)(=O)O)c3)n2)cc1,0,0,0,0,-1,1,0,0,0,0,0
281,C=C[Si]1(C)O[Si](C)(C=C)O[Si](C)(C=C)O[Si](C)(C=C)O1,0,0,0,0,-1,-1,0,0,0,0,0
282,CCCC(=O)CC,0,0,0,0,-1,-1,0,0,0,0,0
283,O=C(O)C(Cc1ccccc1)CN(O)C(=O)Cc1ccccc1,0,0,0,0,0,0,0,0,0,0,-1
284,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,0,-1,0,1,1,0,0,1,0,0,-1
285,COc1cccc(C[NH2+]C[C@H](O)[C@H](Cc2cc(F)cc(F)c2)N=C(O)c2cc(C(C)=O)cc(N(c3ccccc3)S(C)(=O)=O)c2)c1,0,0,0,0,0,0,0,0,1,0,0
286,CC(O)=NC(Cc1cc(F)cc(F)c1)C(O)CNC1(c2[nH+]cc(C(C)(C)C)o2)CC1,0,0,0,0,0,0,0,0,-1,0,0
287,CCCC(CCC)C(=O)OCOC(=O)C(C)(C)C,0,0,1,0,0,0,0,0,0,0,0
288,CC(O)=NC(Cc1ccccc1)C(O)CNC1CC2(CCC2)Oc2[nH+]cccc21,0,0,0,0,0,0,0,0,-1,0,0
289,O=C(O)C[C@H](O)C[C@H](O)C=Cc1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,0,0,0,1,0,0,0,0,0,0,0
290,CN(C)CCC(c1ccccc1)c1ccccn1.O=C(O)/C=C\C(=O)O,0,0,0,0,0,0,-1,0,0,0,0
291,CCCCOCCOC(=O)COc1nc(Cl)c(Cl)cc1Cl,0,0,0,0,0,-1,0,0,0,0,0
292,CC1(C)SC2C(N=C([O-])COc3ccccc3)C(=O)N2C1C(=O)O,0,0,0,-1,0,0,0,0,0,0,0
293,CC(C)(C)[NH2+]CC(O)c1cc(O)cc(O)c1,-1,0,0,0,0,0,0,0,0,0,0
294,CC=C1C(=O)CC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,0,0,0,0,0,0,0,0,0,0,0
295,CCCCN1C=CN(C)C1,0,0,0,0,-1,-1,0,0,0,0,0
296,CCC(CO)(CO)COCC(CC)(CO)CO,0,0,0,0,-1,-1,0,0,0,0,0
297,O=C1Oc2ccccc2C(=O)C1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,0,0,0,0,1,1,0,0,0,0,0
298,Cc1cccc(N=c2cc[nH]cc2S(=O)(=O)NC(=O)[N-]C(C)C)c1,-1,0,0,0,0,0,0,0,0,0,0
299,BrCCCCCCBr,0,0,0,0,-1,-1,0,0,0,0,0
300,Cc1c([N+](=O)[O-])cc2c(c1[N+](=O)[O-])C(C)(C)CC2(C)C,0,0,0,0,0,-1,0,0,0,0,0
301,COCCC/C=C/c1cccc([C@@]2(c3ccc(OC(F)F)cc3)NC(=N)N(C)C2=O)c1,0,0,0,0,0,0,0,0,1,0,0
302,C=CC1(C(C)CCC)C(O)=NC(=O)N=C1O,0,0,1,0,0,0,0,0,0,0,0
303,C[C@@H]1CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(Cl)C(Cl)CC2(C)[C@@]1(O)C(=O)CO,0,0,1,0,0,0,0,0,0,0,0
304,CC/C=C/CC(O)=N[C@@H](Cc1ccc(O)cc1)C(O)=N[C@@H](C)C(O)=N[C@@H](CC(=O)O)C(O)=N[C@@H](C)C(O)=N[C@H](C(O)=N[C@@H](Cc1ccccc1)C(O)=N[C@H](C(O)=N[C@@H](CC(=N)O)C(O)=N[C@@H](CO)C(O)=N[C@@H](Cc1ccc(O)cc1)C(O)=N[C@@H](CCCNC(=N)N)C(O)=N[C@@H](CCCCN)C(O)=N[C@H](C(O)=NCC(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](CCC(=N)O)C(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](CO)C(O)=N[C@@H](C)C(O)=N[C@@H](CCCNC(=N)N)C(O)=N[C@@H](CCCCN)C(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](CCC(=N)O)C(O)=N[C@@H](CC(=O)O)C(O)=N[C@H](C(O)=N[C@@H](CCSC)C(O)=N[C@@H](CO)C(O)=N[C@@H](CCCNC(=N)N)C(O)=N[C@@H](CCC(=N)O)C(O)=NCC(O)=N[C@@H](CCC(=N)O)C(O)=N[C@@H](CCC(=O)O)C(O)=N[C@@H](CO)C(O)=N[C@@H](CC(=N)O)C(O)=N[C@@H](CCC(=N)O)C(O)=N[C@@H](CCC(=O)O)C(O)=N[C@@H](CCCNC(=N)N)C(O)=N[C@@H](C)C(O)=NCC(O)=N[C@@H](CCCNC(=N)N)C(O)=N[C@@H](C)C(O)=N[C@@H](CCCNC(=N)N)C(O)=N[C@@H](CC(C)C)C(=N)O)[C@@H](C)CC)C(C)C)[C@@H](C)O)[C@@H](C)CC,0,0,0,1,0,0,0,0,0,0,0
305,COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,0,0,0,0,0,0,-1,0,0,0,-1
306,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)N=C(O)[C@@H](N=C(O)CNCc1cccc(F)c1)C(C)(C)C)S(=O)(=O)c1cccc(N)c1,0,0,0,0,0,0,0,0,0,0,-1
307,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,0,1,0,1,-1,-1,-1,-1,0,0,0
308,Cc1cc(-c2ncc(CC(O)=Nc3ccc(-c4cnccn4)cn3)cc2C)ccn1,0,0,0,0,0,0,0,0,0,0,1
309,Cc1nn(C)c(C)c1CC(=N)O,0,0,0,0,0,0,0,0,0,-1,0
310,CC(=O)OCC(COC(C)=O)OC(C)=O,0,0,0,0,-1,-1,0,0,0,0,0
311,CC(=O)O.CCN=C(O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)N=C(O)[C@H](CC(C)C)N=C(O)[C@@H](Cc1cn(Cc2ccccc2)cn1)N=C(O)[C@H](Cc1ccc(O)cc1)N=C(O)[C@H](CO)N=C(O)[C@H](Cc1c[nH]c2ccccc12)N=C(O)[C@H](Cc1cnc[nH]1)N=C(O)[C@@H]1CCC(O)=N1,0,1,0,0,0,0,0,-1,0,0,0
312,COc1ccc(N=C(O)Nc2cccs2)cn1,0,0,0,0,0,0,0,0,0,-1,0
313,CC(=O)N(O)CCCCCN=C(O)CCC(=O)N(O)CCCCCN=C(O)CCC(=O)N(O)CCCCCN.CS(=O)(=O)O,0,0,0,0,0,0,-1,0,0,0,-1
314,Br.C[N+]1([O-])[C@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,0,0,0,0,0,0,-1,0,0,0,0
315,C1CCC(C2CCCCC2)CC1,0,0,0,0,0,-1,0,0,0,0,0
316,OC1=Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,-1,1,1,-1,0,-1,0,-1,0,0,0
317,Cl.N=c1c2c([nH]c3ccccc13)CCCC2,0,0,0,0,0,0,1,0,0,0,-1
318,N[C@@H](CSCC(=O)O)C(=O)O,0,0,0,0,0,0,0,0,0,0,-1
319,Cc1ccc2cc(-c3c(C)ccc(C(=O)c4c(-c5ccccc5)n(C)n(-c5ccccc5)c4=O)c3N)ccc2n1,0,0,0,0,0,0,0,0,0,0,-1
320,CCc1ccccc1OC[C@@H](O)CN[C@H]1CCCc2ccccc21,0,0,0,0,0,0,0,0,0,0,-1
321,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,0,0,0,0,0,0,0,0,0,0,-1
322,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,0,-1,0,1,0,0,0,1,0,0,0
323,CO/N=C(/C(O)=N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(=N)O)CS[C@H]12)c1ccco1,0,1,0,0,0,0,0,-1,0,0,0
324,CCn1cc2c3c(cc(C(O)=NC(Cc4ccccc4)[C@H](O)C[NH2+]C4CC4)cc31)N(C)S(=O)(=O)CC2,0,0,0,0,0,0,0,0,1,0,0
325,CO[C@@H]1[C@H](OC(=O)N=C(O)CCl)CC[C@]2(CO2)[C@@H]1[C@@]1(C)O[C@@H]1CC=C(C)C,0,0,0,0,0,0,0,0,0,0,-1
326,Nc1cc(Cl)ccc1O,0,0,0,0,0,1,0,0,0,0,0
327,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,0,0,0,1,0,0,-1,0,0,0,-1
328,CC#Cc1ccnc(-c2cc(C3(C4CC4)N=C(C)C(N)=N3)ccc2O)c1,0,0,0,0,0,0,0,0,-1,0,0
329,COC(=O)CC(=O)C(C)(C)C,0,0,0,0,-1,-1,0,0,0,0,0
330,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,-1,0,-1,0,0,0,-1,0,0,0,-1
331,O=C(O)c1cccc(CC2COc3ccc(OCc4nc5cc(F)ccc5s4)cc3C2O)c1,0,0,0,0,0,1,0,0,0,0,0
332,CC1(C)Cc2ccc(-c3cncc(Cl)c3)cc2C2(COC(=N)N2)C1,0,0,0,0,0,0,0,0,-1,0,0
333,CCC(C)(O)CCCC(C)C,0,0,0,0,-1,-1,0,0,0,0,0
334,c1coc(CNc2nc[nH]c3ncnc2-3)c1,0,0,0,1,0,-1,-1,0,0,0,-1
335,Cc1nc[nH]c1CN1CCc2ccccc2C1,0,0,0,0,0,0,0,0,0,-1,0
336,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)OC(C)C,0,0,0,0,1,1,0,0,0,0,0
337,CC(CS)C(=O)N1CCCC1C(=O)O,0,0,0,1,-1,-1,0,0,0,0,0
338,N#CC(=N)C(N)C#N,0,0,0,0,-1,-1,0,0,0,0,0
339,CN(C)CCCCCCN(C)C,0,0,0,0,-1,-1,0,0,0,0,0
340,CC(C)(CC(=O)O)C(=O)O,0,0,0,0,-1,-1,0,0,0,0,0
341,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,-1,0,-1,0,0,0,-1,0,0,0,0
342,CCON=C(CC)C1C(=O)CC(c2c(C)cc(C)cc2C)CC1=O,0,0,0,0,-1,-1,0,0,0,0,0
343,CC(C)=CCCC(C)=CC=CC(C)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C=CC=C(C)CCC=C(C)C,0,0,0,0,-1,-1,0,0,0,0,0
344,C[C@]12CC[C@H]3[C@@H](CC[C@H]4N=C(O)C=C[C@]34C)[C@@H]1CC[C@@H]2C(O)=Nc1cc(C(F)(F)F)ccc1C(F)(F)F,-1,0,0,0,0,0,0,0,0,0,-1
345,CS(=O)(=O)c1ccc([C@@H](CC2CCCC2)C(O)=Nc2nccs2)cc1,0,0,0,0,0,0,0,0,0,0,-1
346,CC1C(C)(C)C2=C(C(=O)CCC2)C1(C)C,0,0,0,0,-1,-1,0,0,0,0,0
347,O=C(O)c1cnn(-c2nc3cc(OC(F)(F)F)c(Cl)cc3[nH]2)c1,0,0,0,0,0,0,0,0,0,0,-1
348,CCN1CCC[C@H]1CN=C(O)c1c(OC)ccc(Br)c1OC.Cl.O,0,0,0,0,0,0,0,0,0,0,-1
349,O=C(CCN1CCN2CCCC2C1)N1c2ccccc2Sc2ccc(Cl)cc21,0,0,0,0,0,-1,0,0,0,0,0
350,Cc1cc(C(C)(C)c2ccc(O)c(C)c2)ccc1O,0,0,0,0,1,1,0,0,0,0,0
351,CCCC(C)(COC(=N)O)COC(O)=NC1CC1,0,0,0,0,-1,-1,0,0,0,0,0
352,CC1(C)OC2CC3C4CCC5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(C(=O)CCl)O1,0,0,0,-1,0,-1,0,0,0,0,0
353,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12,0,0,-1,0,0,0,0,0,0,0,0
354,O=P(O)(O)OC[C@H]1OC(O)(COP(=O)(O)O)[C@@H](O)[C@@H]1O,0,0,0,0,0,0,0,0,0,0,-1
355,CC(C)C[C@@]1(C)NC(=N)N(Cc2cccc(Cl)c2)C1=O,0,0,0,0,0,0,0,0,-1,0,0
356,CC(O)=NC(Cc1ccccc1)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(Cl)cc21,0,0,0,0,0,0,0,0,-1,0,0
357,Clc1cccc(Cl)c1Cl,0,0,0,0,-1,-1,0,0,0,0,0
358,Cc1ccc(Nc2cc(-c3ccccc3)ncn2)cc1NS(C)(=O)=O,0,0,0,0,0,0,0,0,-1,0,0
359,Cn1ccnc1S,-1,-1,0,-1,0,0,-1,1,0,0,-1
360,Cl.NS(=O)(=O)OC[C@@H]1C[C@@H](n2ccc3c(N[C@H]4CCc5ccccc54)ncnc32)C[C@@H]1O,0,0,0,0,0,0,0,0,0,0,1
361,C#CC1(O)CCCCC1,0,0,0,0,-1,-1,0,0,0,0,0
362,N=C([O-])[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O.[Na+],0,0,0,0,0,0,0,0,0,0,-1
363,CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,0,1,0,0,0,0,0,-1,0,0,0
364,CCC1(c2cnc[nH]2)Cc2ccccc2C1,0,0,0,0,0,-1,0,0,0,0,0
365,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@]2(C)[C@@]1(O)C(=O)CCl,0,0,1,0,0,0,0,0,0,0,0
366,Fc1cccc(Cl)c1CCl,0,0,0,0,1,-1,0,0,0,0,0
367,C#CCN(C)[C@H](C)Cc1ccccc1.Cl,0,0,0,0,0,0,-1,0,0,0,0
368,COC(F)(F)C(F)Br,0,0,1,0,0,0,0,0,0,0,0
369,CC(C)(C1CCC(O)CC1)C1CCC(O)CC1,0,0,0,0,0,-1,0,0,0,0,0
370,O=C(O)c1cc(=O)c2cc(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)ccc2o1,0,1,-1,0,0,0,0,-1,0,0,0
371,CCCn1nccc1-c1ccncc1,0,0,0,0,0,0,0,0,0,-1,0
372,CC(C)C(O)C(C)(C)CO,0,0,0,0,-1,-1,0,0,0,0,0
373,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC.Cl.O.O.O,0,0,0,0,0,0,-1,0,0,0,-1
374,CCNC1(c2cccs2)CCCCC1=O,0,0,1,0,-1,-1,0,0,0,0,0
375,O=C(CCCN1CCC(n2c(S)nc3ccccc32)CC1)c1ccc(F)cc1,0,0,1,0,-1,-1,0,0,0,0,0
376,COC(O)=Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,0,0,0,0,0,1,-1,0,0,0,-1
377,COC(=O)c1c(C)[nH]c(C)c1C(=O)c1ccccc1Cc1ccccc1,0,0,0,0,0,0,0,0,0,0,-1
378,CC=Cc1ccc(OC)c(OC)c1,0,0,0,0,0,0,0,0,0,0,0
379,Cc1c(N)c(=O)n(-c2ccccc2)n1C,0,0,0,0,0,0,-1,0,0,0,-1
380,COC(=O)c1ccc(C(=O)OC)c(C(=O)OC)c1,0,0,0,0,-1,-1,0,0,0,0,0
381,Cc1cc(C(C)(C)C)c(O)c(C)c1Cn1c(=O)n(Cc2c(C)cc(C(C)(C)C)c(O)c2C)c(=O)n(Cc2c(C)cc(C(C)(C)C)c(O)c2C)c1=O,0,0,0,0,1,0,0,0,0,0,0
382,CC(O)=NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)(C)C)c2)CCC(O)CC1,0,0,0,0,0,0,0,0,1,0,0
383,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O,0,0,0,0,0,0,0,0,0,0,-1
